adcode,name,shortName,unitType,parentAdcode,provinceName,region7,region4,capital,playable_3d,contentTier,packId,status,aliases
520500,毕节市,,prefecture_city,520000,贵州省,西南,南方地区,毕节,false,B,,placeholder,
520600,铜仁市,,prefecture_city,520000,贵州省,西南,南方地区,铜仁,false,B,,placeholder,
522300,黔西南布依族苗族自治州,,autonomous_prefecture,520000,贵州省,西南,南方地区,黔西南布依族苗,false,C,,placeholder,
522600,黔东南苗族侗族自治州,,autonomous_prefecture,520000,贵州省,西南,南方地区,黔东南苗族侗,false,C,,placeholder,
522700,黔南布依族苗族自治州,,autonomous_prefecture,520000,贵州省,西南,南方地区,黔南布依族苗,false,C,,placeholder,
530100,昆明市,,prefecture_city,530000,云南省,西南,南方地区,昆明,true,A,kunming,live,
530300,曲靖市,,prefecture_city,530000,云南省,西南,南方地区,曲靖,true,B,qujing,live,
530400,玉溪市,,prefecture_city,530000,云南省,西南,南方地区,玉溪,false,B,,placeholder,
530500,保山市,,prefecture_city,530000,云南省,西南,南方地区,保山,false,B,,placeholder,
530600,昭通市,,prefecture_city,530000,云南省,西南,南方地区,昭通,false,B,,placeholder,
530700,丽江市,,prefecture_city,530000,云南省,西南,南方地区,丽江,false,B,,placeholder,
530800,普洱市,,prefecture_city,530000,云南省,西南,南方地区,普洱,false,B,,placeholder,
530900,临沧市,,prefecture_city,530000,云南省,西南,南方地区,临沧,false,B,,placeholder,
532300,楚雄彝族自治州,,autonomous_prefecture,530000,云南省,西南,南方地区,楚雄彝,false,C,,placeholder,
532500,红河哈尼族彝族自治州,,autonomous_prefecture,530000,云南省,西南,南方地区,红河哈尼族彝,false,C,,placeholder,
532600,文山壮族苗族自治州,,autonomous_prefecture,530000,云南省,西南,南方地区,文山壮族苗,false,C,,placeholder,
532800,西双版纳傣族自治州,,autonomous_prefecture,530000,云南省,西南,南方地区,西双版纳傣,false,C,,placeholder,
532900,大理白族自治州,,autonomous_prefecture,530000,云南省,西南,南方地区,大理白,false,C,,placeholder,
533100,德宏傣族景颇族自治州,,autonomous_prefecture,530000,云南省,西南,南方地区,德宏傣族景颇,false,C,,placeholder,
533300,怒江傈僳族自治州,,autonomous_prefecture,530000,云南省,西南,南方地区,怒江傈僳,false,C,,placeholder,
533400,迪庆藏族自治州,,autonomous_prefecture,530000,云南省,西南,南方地区,迪庆藏,false,C,,placeholder,
540100,拉萨市,,prefecture_city,540000,西藏自治区,西南,青藏地区,拉萨,true,A,lhasa,live,
540200,日喀则市,,prefecture_city,540000,西藏自治区,西南,青藏地区,日喀则,true,B,shigatse,live,
540300,昌都市,,prefecture_city,540000,西藏自治区,西南,青藏地区,昌都,false,B,,placeholder,
540400,林芝市,,prefecture_city,540000,西藏自治区,西南,青藏地区,林芝,false,B,,placeholder,
540500,山南市,,prefecture_city,540000,西藏自治区,西南,青藏地区,山南,false,B,,placeholder,
540600,那曲市,,prefecture_city,540000,西藏自治区,西南,青藏地区,那曲,false,B,,placeholder,
542500,阿里地区,,prefecture,540000,西藏自治区,西南,青藏地区,阿里,false,C,,placeholder,
610100,西安市,,prefecture_city,610000,陕西省,西北,北方地区,西安,true,A,xian,live,
610200,铜川市,,prefecture_city,610000,陕西省,西北,北方地区,铜川,false,B,,placeholder,
610300,宝鸡市,,prefecture_city,610000,陕西省,西北,北方地区,宝鸡,true,B,baoji,live,
610400,咸阳市,,prefecture_city,610000,陕西省,西北,北方地区,咸阳,true,B,xianyang,live,
610500,渭南市,,prefecture_city,610000,陕西省,西北,北方地区,渭南,false,B,,placeholder,
610600,延安市,,prefecture_city,610000,陕西省,西北,北方地区,延安,false,B,,placeholder,
610700,汉中市,,prefecture_city,610000,陕西省,西北,北方地区,汉中,false,B,,placeholder,
610800,榆林市,,prefecture_city,610000,陕西省,西北,北方地区,榆林,false,B,,placeholder,
610900,安康市,,prefecture_city,610000,陕西省,西北,北方地区,安康,false,B,,placeholder,
611000,商洛市,,prefecture_city,610000,陕西省,西北,北方地区,商洛,false,B,,placeholder,
620100,兰州市,,prefecture_city,620000,甘肃省,西北,西北地区,兰州,true,A,lanzhou,live,
620200,嘉峪关市,,prefecture_city,620000,甘肃省,西北,西北地区,嘉峪关,false,B,,placeholder,
620300,金昌市,,prefecture_city,620000,甘肃省,西北,西北地区,金昌,false,B,,placeholder,
620400,白银市,,prefecture_city,620000,甘肃省,西北,西北地区,白银,false,B,,placeholder,
620500,天水市,,prefecture_city,620000,甘肃省,西北,西北地区,天水,false,B,,placeholder,
620600,武威市,,prefecture_city,620000,甘肃省,西北,西北地区,武威,false,B,,placeholder,
620700,张掖市,,prefecture_city,620000,甘肃省,西北,西北地区,张掖,false,B,,placeholder,
620800,平凉市,,prefecture_city,620000,甘肃省,西北,西北地区,平凉,false,B,,placeholder,
620900,酒泉市,,prefecture_city,620000,甘肃省,西北,西北地区,酒泉,true,B,jiuquan,live,
621000,庆阳市,,prefecture_city,620000,甘肃省,西北,西北地区,庆阳,false,B,,placeholder,
621100,定西市,,prefecture_city,620000,甘肃省,西北,西北地区,定西,false,B,,placeholder,
621200,陇南市,,prefecture_city,620000,甘肃省,西北,西北地区,陇南,false,B,,placeholder,
622900,临夏回族自治州,,autonomous_prefecture,620000,甘肃省,西北,西北地区,临夏回,false,C,,placeholder,
623000,甘南藏族自治州,,autonomous_prefecture,620000,甘肃省,西北,西北地区,甘南藏,false,C,,placeholder,
630100,西宁市,,prefecture_city,630000,青海省,西北,青藏地区,西宁,true,A,xining,live,
630200,海东市,,prefecture_city,630000,青海省,西北,青藏地区,海东,true,B,haidong,live,
632200,海北藏族自治州,,autonomous_prefecture,630000,青海省,西北,青藏地区,海北藏,false,C,,placeholder,
632300,黄南藏族自治州,,autonomous_prefecture,630000,青海省,西北,青藏地区,黄南藏,false,C,,placeholder,
632500,海南藏族自治州,,autonomous_prefecture,630000,青海省,西北,青藏地区,海南藏,false,C,,placeholder,
632600,果洛藏族自治州,,autonomous_prefecture,630000,青海省,西北,青藏地区,果洛藏,false,C,,placeholder,
632700,玉树藏族自治州,,autonomous_prefecture,630000,青海省,西北,青藏地区,玉树藏,false,C,,placeholder,
632800,海西蒙古族藏族自治州,,autonomous_prefecture,630000,青海省,西北,青藏地区,海西蒙古族藏,false,C,,placeholder,
640100,银川市,,prefecture_city,640000,宁夏回族自治区,西北,西北地区,银川,true,A,yinchuan,live,
640200,石嘴山市,,prefecture_city,640000,宁夏回族自治区,西北,西北地区,石嘴山,true,B,shizuishan,live,
640300,吴忠市,,prefecture_city,640000,宁夏回族自治区,西北,西北地区,吴忠,false,B,,placeholder,
640400,固原市,,prefecture_city,640000,宁夏回族自治区,西北,西北地区,固原,false,B,,placeholder,
640500,中卫市,,prefecture_city,640000,宁夏回族自治区,西北,西北地区,中卫,false,B,,placeholder,
650100,乌鲁木齐市,,prefecture_city,650000,新疆维吾尔自治区,西北,西北地区,乌鲁木齐,true,S,urumqi,live,
650200,克拉玛依市,,prefecture_city,650000,新疆维吾尔自治区,西北,西北地区,克拉玛依,true,B,kelamayi,live,
650400,吐鲁番市,,prefecture_city,650000,新疆维吾尔自治区,西北,西北地区,吐鲁番,false,B,,placeholder,
650500,哈密市,,prefecture_city,650000,新疆维吾尔自治区,西北,西北地区,哈密,false,B,,placeholder,
652300,昌吉回族自治州,,autonomous_prefecture,650000,新疆维吾尔自治区,西北,西北地区,昌吉回,false,C,,placeholder,
652700,博尔塔拉蒙古自治州,,autonomous_prefecture,650000,新疆维吾尔自治区,西北,西北地区,博尔塔拉蒙古,false,C,,placeholder,
652800,巴音郭楞蒙古自治州,,autonomous_prefecture,650000,新疆维吾尔自治区,西北,西北地区,巴音郭楞蒙古,false,C,,placeholder,
652900,阿克苏地区,,prefecture,650000,新疆维吾尔自治区,西北,西北地区,阿克苏,false,C,,placeholder,
653000,克孜勒苏柯尔克孜自治州,,autonomous_prefecture,650000,新疆维吾尔自治区,西北,西北地区,克孜勒苏柯尔克孜,false,C,,placeholder,
653100,喀什地区,,prefecture,650000,新疆维吾尔自治区,西北,西北地区,喀什,false,C,,placeholder,
653200,和田地区,,prefecture,650000,新疆维吾尔自治区,西北,西北地区,和田,false,C,,placeholder,
654000,伊犁哈萨克自治州,,autonomous_prefecture,650000,新疆维吾尔自治区,西北,西北地区,伊犁哈萨克,false,C,,placeholder,
654200,塔城地区,,prefecture,650000,新疆维吾尔自治区,西北,西北地区,塔城,false,C,,placeholder,
654300,阿勒泰地区,,prefecture,650000,新疆维吾尔自治区,西北,西北地区,阿勒泰,false,C,,placeholder,
110100,北京主城,京,municipality_city,110000,北京市,华北,北方地区,北京,true,S,beijing,live,"北京,首都,京"
310100,上海主城,沪,municipality_city,310000,上海市,华东,南方地区,上海,true,A,shanghai,live,"上海,沪,申"
120100,天津主城,津,municipality_city,120000,天津市,华北,北方地区,天津,true,A,tianjin,live,"天津,津"
500100,重庆主城,渝,municipality_city,500000,重庆市,西南,南方地区,重庆,true,S,chongqing,live,"重庆,渝"
710100,台北教学包,台,province_directly,710000,台湾省,华东,南方地区,台北,true,D,taipei,live,"台北,台"
810100,香港主城,港,municipality_city,810000,香港特别行政区,华南,南方地区,香港,true,S,hongkong,live,"香港,港"
820100,澳门主城,澳,municipality_city,820000,澳门特别行政区,华南,南方地区,澳门,true,A,macau,live,"澳门,澳"
419001,济源市,,province_directly,410000,河南省,华中,北方地区,济源,false,D,,placeholder,
429004,仙桃市,,province_directly,420000,湖北省,华中,南方地区,仙桃,false,D,,placeholder,
429005,潜江市,,province_directly,420000,湖北省,华中,南方地区,潜江,false,D,,placeholder,
429006,天门市,,province_directly,420000,湖北省,华中,南方地区,天门,false,D,,placeholder,
429021,神农架林区,,province_directly,420000,湖北省,华中,南方地区,神农架,false,D,,placeholder,
